PRIORITA,SCORE,TIPO_OPPORTUNITA,TARGET,FASE_PROGETTO,OBIETTIVO_COMMERCIALE,COMUNE,FONTE,TITOLO,PREZZO,PREZZO_PRECEDENTE,RIBASSI,INDIZIO_INSERZIONISTA,STATO,PRIMA_RILEVAZIONE,ULTIMO_CONTROLLO,MOTIVI,PDF_DA_VERIFICARE,URL,CONTATTO_PRONTO,CONTATTI_PUBBLICI,FONTE_CONTATTO,CROSS_MATCH,NOME_INSERZIONISTA,RICERCA_PUBBLICA,VIA_RADAR,INDIRIZZI_ZONA,AZIONE_ZONA,DOVE_ANDRE,COSA_CERCO,PREZZO_OPERATIVO,ISTRUZIONE_OPERATIVA,F1_INDIRIZZO_REMOTO_URL,MASTER_660_ID,TIPOLOGIA_REALE_INFERITA,ASTA_RILEVATA,STATO_INDIRIZZO_MASTER,MASTER_PRESERVATO
BASSA,38,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Rosta,Immobiliare.it,"Ufficio - Studio corso Moncenisio 63, Rosta, Rif. 130332372 ...",,,0,NON_DETERMINATO,NEW,2026-08-28T05:06:35.531146+00:00,2026-08-28T05:06:35.531147+00:00,nuova rilevazione | ufficio direzionale,,https://www.immobiliare.it/annunci/130332372/,NO,,,0,,NON_ESEGUITA,,,,corso Moncenisio 63,"Ufficio - Studio corso Moncenisio 63, Rosta, Rif. 130332372",PREZZO DA VERIFICARE,VAI IN ZONA / CONTATTA PER ACQUISIZIONE / LOCAZIONE UFFICIO,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-E253DBEC6C0D187D&comune=Rosta&provincia=TO&via=corso+Moncenisio&civico=63&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F130332372%2F&titolo=Ufficio+-+Studio+corso+Moncenisio+63%2C+Rosta%2C+Rif.+130332372+...&segnale=nuova+rilevazione+%7C+ufficio+direzionale&fonte=Immobiliare.it&telefono=&telefono_fonte=,33,UFFICIO,NO,CON_CIVICO,SI
BASSA,38,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Rosta,Uffici e direzionale,Ufficio in Vendita a Rosta Cod. CG 913460 - promogest.org,,,0,NON_DETERMINATO,NEW,2026-08-28T05:06:35.531151+00:00,2026-08-28T05:06:35.531152+00:00,nuova rilevazione | ufficio direzionale,,https://www.promogest.org/i/7897704597--vendita-ufficio-rosta.html,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Ufficio in Vendita a Rosta Cod. CG 913460 - promogest.org,PREZZO DA VERIFICARE,APRI FONTE → VERIFICA UBICAZIONE → CONTATTA,,34,UFFICIO,NO,DA_VERIFICARE,SI
BASSA,38,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Sangano,Commerciale negozi/locali,Locale Commerciale In Ad Sangano In Affitto In Italia | Waa2,,,0,NON_DETERMINATO,NEW,2026-08-28T05:06:35.531336+00:00,2026-08-28T05:06:35.531337+00:00,nuova rilevazione | commerciale immobile,,https://case.waa2.it/affitto/locale-commerciale-in-ad-sangano,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Locale Commerciale In Ad Sangano In Affitto In Italia | Waa2,PREZZO DA VERIFICARE,APRI FONTE → VERIFICA UBICAZIONE → CONTATTA,,35,NEGOZIO_COMMERCIALE,NO,DA_VERIFICARE,SI
BASSA,38,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Val della Torre,Idealista,"Bilocale all'asta in Via Val della Torre, 62 - idealista",,,0,NON_DETERMINATO,NEW,2026-08-28T05:06:35.531589+00:00,2026-08-28T05:06:35.531590+00:00,nuova rilevazione | ufficio direzionale,,https://www.idealista.it/immobile/36090544/,NO,,,0,,NON_ESEGUITA,,,,"Via Val della Torre, 62","Bilocale all'asta in Via Val della Torre, 62 - idealista",PREZZO DA VERIFICARE,VAI IN ZONA / CONTATTA PER ACQUISIZIONE / LOCAZIONE UFFICIO,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-909E0BE85022CF39&comune=Val+della+Torre&provincia=TO&via=Via+Val+della+Torre&civico=62&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F36090544%2F&titolo=Bilocale+all%27asta+in+Via+Val+della+Torre%2C+62+-+idealista&segnale=nuova+rilevazione+%7C+ufficio+direzionale&fonte=Idealista&telefono=&telefono_fonte=,36,APPARTAMENTO,SI,CON_CIVICO,SI
BASSA,38,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Buttigliera Alta,Casa.it,Locale commerciale in Vendita in Corso Torino 6 a Buttigliera Alta ...,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.670276+00:00,2026-08-28T10:58:40.670278+00:00,nuova rilevazione | commerciale immobile,,https://www.casa.it/immobili/54618135/,NO,,,0,,NON_ESEGUITA,,,,Corso Torino 6,Locale commerciale in Vendita in Corso Torino 6 a Buttigliera Alta,PREZZO DA VERIFICARE,VAI IN ZONA / CONTATTA PER ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-8DD4EB5F162189B6&comune=Buttigliera+Alta&provincia=TO&via=Corso+Torino&civico=6&url=https%3A%2F%2Fwww.casa.it%2Fimmobili%2F54618135%2F&titolo=Locale+commerciale+in+Vendita+in+Corso+Torino+6+a+Buttigliera+Alta+...&segnale=nuova+rilevazione+%7C+commerciale+immobile&fonte=Casa.it&telefono=&telefono_fonte=,37,NEGOZIO_COMMERCIALE,NO,CON_CIVICO,SI
BASSA,38,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Grugliasco,Commerciale negozi/locali,Locale Commerciale Grugliasco - 157 locali comerciali in affito in ...,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.670925+00:00,2026-08-28T10:58:40.670926+00:00,nuova rilevazione | commerciale immobile,,https://www.nuroa.it/affitto-case/locale-commerciale-grugliasco,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Locale Commerciale Grugliasco - 157 locali comerciali in affito in,PREZZO DA VERIFICARE,APRI FONTE → VERIFICA UBICAZIONE → CONTATTA,,38,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,38,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Oulx,Commerciale negozi/locali,Locale Commerciale Oulx - 38 locali comerciali in vendita in Oulx de ...,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.671182+00:00,2026-08-28T10:58:40.671183+00:00,nuova rilevazione | commerciale immobile,,https://www.nuroa.it/vendita-immobili/locale-commerciale-oulx,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Locale Commerciale Oulx - 38 locali comerciali in vendita in Oulx de,PREZZO DA VERIFICARE,APRI FONTE → VERIFICA UBICAZIONE → CONTATTA,,39,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,38,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Rivoli,Immobiliare.it,"Locale commerciale piazza Martiri della libertà 5, Rivoli, Rif ...",,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.671430+00:00,2026-08-28T10:58:40.671432+00:00,nuova rilevazione | commerciale immobile,,https://www.immobiliare.it/annunci/127065271/,NO,,,0,,NON_ESEGUITA,,,,piazza Martiri della libertà 5,"Locale commerciale piazza Martiri della libertà 5, Rivoli, Rif",PREZZO DA VERIFICARE,VAI IN ZONA / CONTATTA PER ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-AAE25D41A85DA99F&comune=Rivoli&provincia=TO&via=piazza+Martiri+della+libert%C3%A0&civico=5&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F127065271%2F&titolo=Locale+commerciale+piazza+Martiri+della+libert%C3%A0+5%2C+Rivoli%2C+Rif+...&segnale=nuova+rilevazione+%7C+commerciale+immobile&fonte=Immobiliare.it&telefono=&telefono_fonte=,40,NEGOZIO_COMMERCIALE,NO,CON_CIVICO,SI
BASSA,38,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Rivoli,Commerciale negozi/locali,Locali commerciali in affitto 1000 euro a Rivoli - Mitula Case,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.671437+00:00,2026-08-28T10:58:40.671438+00:00,nuova rilevazione | commerciale immobile,,https://immobiliare.mitula.it/affitto-locale-commerciale-rivoli-1000-euro,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Locali commerciali in affitto 1000 euro a Rivoli - Mitula Case,PREZZO DA VERIFICARE,APRI FONTE → VERIFICA UBICAZIONE → CONTATTA,,41,ALTRO_NON_DETERMINATO,NO,DA_VERIFICARE,SI
BASSA,38,RESIDENZIALE,IMMOBILE,NUOVA_COSTRUZIONE,ACQUISIZIONE IMMOBILE,Rivoli,Immobiliare.it,Vendita Appartamento Rivoli. Bilocale in via Rita Levi Montalcini ...,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.671482+00:00,2026-08-28T10:58:40.671484+00:00,nuova rilevazione | nuova costruzione,,https://www.immobiliare.it/annunci/96526342/,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Vendita Appartamento Rivoli. Bilocale in via Rita Levi Montalcini,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,42,APPARTAMENTO,NO,DA_VERIFICARE,SI
BASSA,38,RESIDENZIALE,IMMOBILE,NUOVA_COSTRUZIONE,ACQUISIZIONE IMMOBILE,Rivoli,Immobiliare.it,"Vendita Appartamento Rivoli. Trilocale in via Piol 18. Nuovo, terzo ...",,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.671495+00:00,2026-08-28T10:58:40.671496+00:00,nuova rilevazione | nuova costruzione,,https://www.immobiliare.it/annunci/128883726/,NO,,,0,,NON_ESEGUITA,,,,via Piol 18,"Vendita Appartamento Rivoli. Trilocale in via Piol 18. Nuovo, terzo",PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-4AAD05F59F16E2BD&comune=Rivoli&provincia=TO&via=via+Piol&civico=18&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F128883726%2F&titolo=Vendita+Appartamento+Rivoli.+Trilocale+in+via+Piol+18.+Nuovo%2C+terzo+...&segnale=nuova+rilevazione+%7C+nuova+costruzione&fonte=Immobiliare.it&telefono=&telefono_fonte=,43,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,38,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Rosta,Trovit,10 locale commerciales in affitto a Rosta - Trovit,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.671553+00:00,2026-08-28T10:58:40.671555+00:00,nuova rilevazione | ufficio direzionale,,https://case.trovit.it/affitto-negozio-rosta,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,10 locale commerciales in affitto a Rosta - Trovit,PREZZO DA VERIFICARE,APRI FONTE → VERIFICA UBICAZIONE → CONTATTA,,44,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,38,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Sangano,Trovit,2 locale commerciales in affitto a Sangano - Trovit,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.671887+00:00,2026-08-28T10:58:40.671888+00:00,nuova rilevazione | ufficio direzionale,,https://case.trovit.it/affitto-negozio-sangano,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,2 locale commerciales in affitto a Sangano - Trovit,PREZZO DA VERIFICARE,APRI FONTE → VERIFICA UBICAZIONE → CONTATTA,,45,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,38,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Val della Torre,Uffici e direzionale,Casa indipendente in Vendita a Val Della Torre,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.672180+00:00,2026-08-28T10:58:40.672182+00:00,nuova rilevazione | ufficio direzionale,,https://all.biz/it-it/casa-indipendente-in-vendita-a-val-della-torre-g48045,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Casa indipendente in Vendita a Val Della Torre,PREZZO DA VERIFICARE,APRI FONTE → VERIFICA UBICAZIONE → CONTATTA,,46,CASA_INDIPENDENTE_TERRATETTO,NO,DA_VERIFICARE,SI
BASSA,37,INDUSTRIALE_LOGISTICA,IMMOBILE,AUTORIZZATO_PROGRAMMATO,ACQUISIZIONE CAPANNONE / MAGAZZINO,Bussoleno,Capannoni logistica,"Bussoleno-Complesso immobiliare con varie destinazioni, ottima ...",,,0,NON_DETERMINATO,TRACKED,2026-08-28T05:06:35.530159+00:00,2026-08-28T10:58:40.670200+00:00,industriale logistica | progetto autorizzato,,https://www.ladimoraimmobiliare.com/complesso-immobiliare-con-varie-destinazioni-ottima-opportunita-di-investimento/,NO,,,0,Bussoleno-Complesso immobiliare,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,"Bussoleno-Complesso immobiliare con varie destinazioni, ottima",PREZZO DA VERIFICARE,APRI FONTE → VERIFICA UBICAZIONE → CONTATTA,,47,ALTRO_NON_DETERMINATO,NO,DA_VERIFICARE,SI
BASSA,37,INDUSTRIALE_LOGISTICA,IMMOBILE,AUTORIZZATO_PROGRAMMATO,ACQUISIZIONE CAPANNONE / MAGAZZINO,Bussoleno,Capannoni logistica,"Casa indipendente in vendita Via San Lorenzo 2, Bussoleno",,,0,NON_DETERMINATO,TRACKED,2026-08-28T05:06:35.530164+00:00,2026-08-28T10:58:40.670208+00:00,industriale logistica | progetto autorizzato,,https://www.attico.it/immobile-casa+indipendente-piemonte-bussoleno-54425376/,NO,,,0,Via San Lorenzo 2 - 54425376 ... COMPLESSO IMMOBILIARE,ESEGUITA,Via San Lorenzo,Via San Lorenzo 2,VAI IN ZONA,Via San Lorenzo 2,"Casa indipendente in vendita Via San Lorenzo 2, Bussoleno",PREZZO DA VERIFICARE,VAI IN ZONA / CONTATTA PER ACQUISIZIONE CAPANNONE / MAGAZZINO,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-B601C2A15AF0CFAA&comune=Bussoleno&provincia=TO&via=Via+San+Lorenzo&civico=2&url=https%3A%2F%2Fwww.attico.it%2Fimmobile-casa%2Bindipendente-piemonte-bussoleno-54425376%2F&titolo=Casa+indipendente+in+vendita+Via+San+Lorenzo+2%2C+Bussoleno&segnale=industriale+logistica+%7C+progetto+autorizzato&fonte=Capannoni+logistica&telefono=&telefono_fonte=,48,CASA_INDIPENDENTE_TERRATETTO,NO,CON_CIVICO,SI
BASSA,35,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Alpignano,Trovit,13 immobili zona belvedere in vendita a Alpignano - Trovit,120000,,0,NON_DETERMINATO,NEW,2026-08-27T21:04:17.079110+00:00,2026-08-27T21:04:17.079111+00:00,nuova rilevazione | prezzo rilevato,,https://case.trovit.it/zona-belvedere-alpignano,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,13 immobili zona belvedere in vendita a Alpignano - Trovit,120000,APRI FONTE E VERIFICA INDIRIZZO,,49,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,35,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Avigliana,Idealista,"Villetta bifamiliare in vendita in Via Cesare Battisti, 19, Avigliana ...",149000,,0,NON_DETERMINATO,NEW,2026-08-27T21:04:17.079293+00:00,2026-08-27T21:04:17.079294+00:00,nuova rilevazione | prezzo rilevato,,https://www.idealista.it/immobile/36653195/,NO,,,0,,ESEGUITA,Via Cesare Battisti,Via Cesare Battisti 19,VAI IN ZONA,Via Cesare Battisti 19,"Villetta bifamiliare in vendita in Via Cesare Battisti, 19, Avigliana",149000,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-77ECC5911B39E9F9&comune=Avigliana&provincia=TO&via=Via+Cesare+Battisti&civico=19&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F36653195%2F&titolo=Villetta+bifamiliare+in+vendita+in+Via+Cesare+Battisti%2C+19%2C+Avigliana+...&segnale=nuova+rilevazione+%7C+prezzo+rilevato&fonte=Idealista&telefono=&telefono_fonte=,50,VILLA,NO,CON_CIVICO,SI
BASSA,35,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Avigliana,Idealista,"Appartamento in vendita in Via Felice Goffi, 6, Avigliana - idealista",215000,,0,NON_DETERMINATO,NEW,2026-08-27T21:04:17.079307+00:00,2026-08-27T21:04:17.079309+00:00,nuova rilevazione | prezzo rilevato,,https://www.idealista.it/immobile/36626365/,NO,,,0,,ESEGUITA,Via Felice Goffi,Via Felice Goffi 6,VAI IN ZONA,Via Felice Goffi 6,"Appartamento in vendita in Via Felice Goffi, 6, Avigliana - idealista",215000,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-CB7A9C45AC78165B&comune=Avigliana&provincia=TO&via=Via+Felice+Goffi&civico=6&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F36626365%2F&titolo=Appartamento+in+vendita+in+Via+Felice+Goffi%2C+6%2C+Avigliana+-+idealista&segnale=nuova+rilevazione+%7C+prezzo+rilevato&fonte=Idealista&telefono=&telefono_fonte=,51,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,35,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Avigliana,Idealista,"Quadrilocale in vendita in Via Avigliana, 13 - idealista",465000,,0,NON_DETERMINATO,NEW,2026-08-27T21:04:17.079314+00:00,2026-08-27T21:04:17.079316+00:00,nuova rilevazione | prezzo rilevato,,https://www.idealista.it/immobile/36264890/,NO,,,0,,ESEGUITA,Via Avigliana,Via Avigliana 13 | via Avigliana 4,VAI IN ZONA,Via Avigliana 13,"Quadrilocale in vendita in Via Avigliana, 13 - idealista",465000,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-9B1158889ECED804&comune=Avigliana&provincia=TO&via=Via+Avigliana&civico=13&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F36264890%2F&titolo=Quadrilocale+in+vendita+in+Via+Avigliana%2C+13+-+idealista&segnale=nuova+rilevazione+%7C+prezzo+rilevato&fonte=Idealista&telefono=&telefono_fonte=,52,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,35,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Avigliana,Idealista,"Quadrilocale in vendita in Via Avigliana, 28 - idealista",159000,,0,NON_DETERMINATO,NEW,2026-08-27T21:04:17.079322+00:00,2026-08-27T21:04:17.079323+00:00,nuova rilevazione | prezzo rilevato,,https://www.idealista.it/immobile/36626970/,NO,,,0,,ESEGUITA,Via Avigliana,Via Avigliana 28 | via Avigliana 36 | Via Avigliana 4 | Via Avigliana 18 | via Avigliana 35,VAI IN ZONA,Via Avigliana 28,"Quadrilocale in vendita in Via Avigliana, 28 - idealista",159000,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-87B308CD9D5312CE&comune=Avigliana&provincia=TO&via=Via+Avigliana&civico=28&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F36626970%2F&titolo=Quadrilocale+in+vendita+in+Via+Avigliana%2C+28+-+idealista&segnale=nuova+rilevazione+%7C+prezzo+rilevato&fonte=Idealista&telefono=&telefono_fonte=,53,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,35,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Avigliana,Idealista,"Trilocale all'asta in Via Avigliana, 18 - idealista",59263,,0,NON_DETERMINATO,NEW,2026-08-27T21:04:17.079329+00:00,2026-08-27T21:04:17.079330+00:00,nuova rilevazione | prezzo rilevato,,https://www.idealista.it/immobile/36652455/,NO,,,0,,ESEGUITA,Via Avigliana,Via Avigliana 18 | Via Avigliana 13 | Via Avigliana 4,VAI IN ZONA,Via Avigliana 18,"Trilocale all'asta in Via Avigliana, 18 - idealista",59263,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-C8502EF71ED84C98&comune=Avigliana&provincia=TO&via=Via+Avigliana&civico=18&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F36652455%2F&titolo=Trilocale+all%27asta+in+Via+Avigliana%2C+18+-+idealista&segnale=nuova+rilevazione+%7C+prezzo+rilevato&fonte=Idealista&telefono=&telefono_fonte=,54,APPARTAMENTO,SI,CON_CIVICO,SI
BASSA,35,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Borgone Susa,Idealista,"Trilocale in vendita in Via A. Abegg, 41, Borgone Susa - idealista",87000,,0,NON_DETERMINATO,NEW,2026-08-27T21:04:17.079459+00:00,2026-08-27T21:04:17.079460+00:00,nuova rilevazione | prezzo rilevato,,https://www.idealista.it/immobile/36629494/,NO,,,0,,ESEGUITA,Via A. Abegg,Via A. Abegg 41 | via A. Abegg 18,VAI IN ZONA,Via A. Abegg 41,"Trilocale in vendita in Via A. Abegg, 41, Borgone Susa - idealista",87000,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-259C53008ADC47E6&comune=Borgone+Susa&provincia=TO&via=Via+A.+Abegg&civico=41&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F36629494%2F&titolo=Trilocale+in+vendita+in+Via+A.+Abegg%2C+41%2C+Borgone+Susa+-+idealista&segnale=nuova+rilevazione+%7C+prezzo+rilevato&fonte=Idealista&telefono=&telefono_fonte=,55,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,35,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Bussoleno,Trovit,30 immobili asta in vendita a Bussoleno - Trovit,21000,,0,NON_DETERMINATO,NEW,2026-08-27T21:04:17.079560+00:00,2026-08-27T21:04:17.079561+00:00,nuova rilevazione | prezzo rilevato,,https://case.trovit.it/asta-bussoleno,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,30 immobili asta in vendita a Bussoleno - Trovit,21000,APRI FONTE E VERIFICA INDIRIZZO,,56,PAGINA_RICERCA_CATEGORIA,SI,DA_VERIFICARE,SI
BASSA,35,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Coazze,Trovit,224 immobili in vendita a Coazze - Trovit,25000,,0,NON_DETERMINATO,NEW,2026-08-27T21:04:17.079828+00:00,2026-08-27T21:04:17.079830+00:00,nuova rilevazione | prezzo rilevato,,https://case.trovit.it/coazze,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,224 immobili in vendita a Coazze - Trovit,25000,APRI FONTE E VERIFICA INDIRIZZO,,57,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,35,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Collegno,Mercato generale,"COLLEGNO, VENDESI APPARTAMENTO A 98.000 € | TorinoCintura",98000,,0,NON_DETERMINATO,NEW,2026-08-27T21:04:17.079885+00:00,2026-08-27T21:04:17.079887+00:00,nuova rilevazione | prezzo rilevato,,https://www.torinocintura.it/2026/08/25/collegno-vendesi-appartamento-a-98-000-e/,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,"COLLEGNO, VENDESI APPARTAMENTO A 98.000 € | TorinoCintura",98000,APRI FONTE E VERIFICA INDIRIZZO,,58,APPARTAMENTO,NO,DA_VERIFICARE,SI
BASSA,35,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Collegno,Immobiliare.it,Vendita Appartamento Collegno. Bilocale in via Fabbrichetta 1. Ottimo ...,114000,,0,NON_DETERMINATO,NEW,2026-08-27T21:04:17.079938+00:00,2026-08-27T21:04:17.079939+00:00,nuova rilevazione | prezzo rilevato,,https://www.immobiliare.it/annunci/130102440/,NO,,,0,,NON_ESEGUITA,,,,via Fabbrichetta 1,Vendita Appartamento Collegno. Bilocale in via Fabbrichetta 1. Ottimo,114000,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-481054F03BBA50E9&comune=Collegno&provincia=TO&via=via+Fabbrichetta&civico=1&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F130102440%2F&titolo=Vendita+Appartamento+Collegno.+Bilocale+in+via+Fabbrichetta+1.+Ottimo+...&segnale=nuova+rilevazione+%7C+prezzo+rilevato&fonte=Immobiliare.it&telefono=&telefono_fonte=,59,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,35,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,Trovit,161 immobili borgata in vendita a Giaveno - Trovit,20000,,0,NON_DETERMINATO,NEW,2026-08-27T21:04:17.080080+00:00,2026-08-27T21:04:17.080081+00:00,nuova rilevazione | prezzo rilevato,,https://case.trovit.it/borgata-giaveno,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,161 immobili borgata in vendita a Giaveno - Trovit,20000,APRI FONTE E VERIFICA INDIRIZZO,,60,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,35,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rivoli,Tipologie complete,Indipendente Rivoli - 182 case in vendita in Rivoli de Nuroa.it,79000,,0,NON_DETERMINATO,NEW,2026-08-27T21:04:17.080622+00:00,2026-08-27T21:04:17.080624+00:00,nuova rilevazione | prezzo rilevato,,https://www.nuroa.it/vendita-immobili/indipendente-rivoli,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Indipendente Rivoli - 182 case in vendita in Rivoli de Nuroa.it,79000,APRI FONTE E VERIFICA INDIRIZZO,,61,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,35,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Venaus,Trovit,13 immobili in vendita a Venaus - Trovit,35000,,0,NON_DETERMINATO,NEW,2026-08-27T21:04:17.081283+00:00,2026-08-27T21:04:17.081285+00:00,nuova rilevazione | prezzo rilevato,,https://case.trovit.it/venaus,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,13 immobili in vendita a Venaus - Trovit,35000,APRI FONTE E VERIFICA INDIRIZZO,,62,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
